A,w1,relative_w1,critical_w1,amplitude,simulation_number,N
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,4,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,5,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,6,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,7,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,8,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,9,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,10,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,11,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,12,128
0.0,4.0348680723879,0.1,3.9348680723879,2.768039481573297,13,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,4,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,5,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,6,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,7,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,8,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,9,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,10,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,11,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,12,128
0.0,4.1348680723879,0.2,3.9348680723879,3.751787771123411,13,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.20445369279050876,4,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.35118925103542475,5,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.3243980944398022,6,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.2745221038698295,7,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.39235243626269056,8,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.12407209213083625,9,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.03596681678742904,10,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.30983946429783726,11,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.2805473131785705,12,128
1.1111111111111112,3.501326771704653,-0.2,3.701326771704653,0.2734485069982073,13,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.10842952110767291,4,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.7156224179757171,5,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.35163671429891413,6,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.27860772085505375,7,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.4622519724758279,8,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.3459793609675934,9,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.49147137512681216,10,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.017004951172708983,11,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.8046577914183819,12,128
1.1111111111111112,3.601326771704653,-0.1,3.701326771704653,0.27990550831717226,13,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.8446221111868507,4,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.17435701434976106,5,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.5994610738148518,6,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.18863715651998045,7,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,1.062354859850316,8,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.6919112095361665,9,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.6845553323892849,10,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.8509276884929465,11,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.19082222077435193,12,128
1.1111111111111112,3.701326771704653,0.0,3.701326771704653,0.5136202656219212,13,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.4294721412399711,4,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.1107004529000106,5,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.7446262428255843,6,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,0.6132284312239027,7,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,0.8820952097876184,8,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,0.21782599060672644,9,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,0.5155970678753624,10,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.058970515338137,11,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.027058782286852,12,128
1.1111111111111112,3.801326771704653,0.1,3.701326771704653,1.3708640692139418,13,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,2.165607080868777,4,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.5232057281070956,5,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.7139592157153924,6,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.1709746653071536,7,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.3193679556096163,8,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,2.357424798623596,9,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.4320234758465245,10,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,1.9059959085013225,11,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,2.206434991706023,12,128
1.1111111111111112,3.901326771704653,0.2,3.701326771704653,2.7844875859013447,13,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.38770258981215083,4,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.3384536269284703,5,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.20256698185137967,6,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.38330060362723983,7,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.15563585632188123,8,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.1836657609305056,9,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.15933385711387926,10,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.37910488170246653,11,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.03592607025786864,12,128
2.2222222222222223,3.404590797587399,-0.2,3.604590797587399,0.2809423387147823,13,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.5833216122496788,4,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.08739681484327118,5,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.33778468903839437,6,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.4198971288739671,7,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.18312742570986404,8,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.10281220452204759,9,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.31440271549771215,10,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.31771246909773093,11,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.48996311437928575,12,128
2.2222222222222223,3.504590797587399,-0.1,3.604590797587399,0.36493650076231,13,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.2932709963199995,4,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.36444000455638587,5,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.12789514024357207,6,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.45710115738898016,7,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.46085904222511515,8,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.7567073662897669,9,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.5901989624760344,10,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.5869028258483533,11,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.5836698224802366,12,128
2.2222222222222223,3.604590797587399,0.0,3.604590797587399,0.0743856854712017,13,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.7192234401145152,4,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.7365867704978832,5,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.14653760138722133,6,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.9690927344179165,7,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.8821544027635306,8,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,0.6773749099686223,9,128
2.2222222222222223,3.7045907975873993,0.1,3.604590797587399,1.5390269856626058,10,128
